time,plasma conc,CE_SI,CE_alpha,CE_beta,CE_LZc
1122,0.009471311,0.010269543,0.01163705,0.010414018,0.011047266
1124,0.009438022,0.010232902,0.011594605,0.010376765,0.011007321
1126,0.009404871,0.010196414,0.01155234,0.010339669,0.010967545
1128,0.009371859,0.01016008,0.011510252,0.010302729,0.010927937
1130,0.009338984,0.010123898,0.011468343,0.010265944,0.010888496
1132,0.009306246,0.010087868,0.011426611,0.010229314,0.010849222
1134,0.009273645,0.010051989,0.011385055,0.010192837,0.010810113
1136,0.00924118,0.01001626,0.011343675,0.010156514,0.010771169
1138,0.009208849,0.009980681,0.011302469,0.010120343,0.010732389
1140,0.009176653,0.009945251,0.011261437,0.010084323,0.010693773
1142,0.009144592,0.009909969,0.011220579,0.010048455,0.010655319
1144,0.009112663,0.009874836,0.011179892,0.010012737,0.010617027
1146,0.009080867,0.009839849,0.011139378,0.009977169,0.010578897
1148,0.009049204,0.009805009,0.011099034,0.00994175,0.010540927
1150,0.009017672,0.009770315,0.01105886,0.00990648,0.010503117
1152,0.008986271,0.009735766,0.011018856,0.009871357,0.010465466
1154,0.008955001,0.009701361,0.01097902,0.009836381,0.010427974
1156,0.00892386,0.0096671,0.010939352,0.009801551,0.010390639
1158,0.008892848,0.009632983,0.010899851,0.009766867,0.010353461
1160,0.008861966,0.009599008,0.010860517,0.009732328,0.010316439
1162,0.008831211,0.009565175,0.010821348,0.009697934,0.010279573
1164,0.008800584,0.009531483,0.010782344,0.009663684,0.010242862
1166,0.008770084,0.009497932,0.010743504,0.009629576,0.010206305
1168,0.00873971,0.009464521,0.010704828,0.009595611,0.010169902
1170,0.008709462,0.009431249,0.010666314,0.009561788,0.010133651
1172,0.008679339,0.009398116,0.010627963,0.009528107,0.010097553
1174,0.008649342,0.009365122,0.010589772,0.009494566,0.010061606
1176,0.008619468,0.009332264,0.010551742,0.009461165,0.01002581
1178,0.008589718,0.009299544,0.010513872,0.009427903,0.009990163
1180,0.008560091,0.00926696,0.010476161,0.00939478,0.009954667
1182,0.008530586,0.009234512,0.010438609,0.009361795,0.009919319
1184,0.008501203,0.009202199,0.010401214,0.009328948,0.009884119
1186,0.008471942,0.00917002,0.010363976,0.009296237,0.009849066
1188,0.008442802,0.009137975,0.010326895,0.009263663,0.009814161
1190,0.008413782,0.009106064,0.010289969,0.009231225,0.009779401
1192,0.008384882,0.009074285,0.010253198,0.009198921,0.009744787
1194,0.008356101,0.009042638,0.010216581,0.009166753,0.009710318
1196,0.008327439,0.009011123,0.010180118,0.009134718,0.009675993
1198,0.008298895,0.008979739,0.010143807,0.009102816,0.009641811
1200,0.008270469,0.008948486,0.010107649,0.009071047,0.009607772
1202,0.008242159,0.008917362,0.010071643,0.00903941,0.009573876
1204,0.008213967,0.008886367,0.010035787,0.009007904,0.009540121
1206,0.008185891,0.008855501,0.010000081,0.00897653,0.009506507
1208,0.00815793,0.008824763,0.009964525,0.008945286,0.009473033
1210,0.008130084,0.008794152,0.009929118,0.008914171,0.0094397
1212,0.008102353,0.008763668,0.009893859,0.008883186,0.009406505
1214,0.008074737,0.008733311,0.009858747,0.008852329,0.009373449
1216,0.008047233,0.008703079,0.009823783,0.008821601,0.00934053
1218,0.008019843,0.008672973,0.009788964,0.008790999,0.009307749
1220,0.007992565,0.008642991,0.009754291,0.008760525,0.009275104
1222,0.007965399,0.008613133,0.009719763,0.008730177,0.009242596
1224,0.007938345,0.008583399,0.00968538,0.008699955,0.009210223
1226,0.007911402,0.008553788,0.00965114,0.008669858,0.009177984
1228,0.00788457,0.0085243,0.009617042,0.008639885,0.00914588
1230,0.007857847,0.008494933,0.009583088,0.008610037,0.00911391
1232,0.007831235,0.008465688,0.009549275,0.008580312,0.009082072
1234,0.007804731,0.008436563,0.009515603,0.00855071,0.009050367
1236,0.007778336,0.008407559,0.009482071,0.00852123,0.009018794
1238,0.007752049,0.008378674,0.00944868,0.008491873,0.008987351
1240,0.00772587,0.008349909,0.009415427,0.008462636,0.00895604
1242,0.007699798,0.008321262,0.009382314,0.008433521,0.008924859
1244,0.007673832,0.008292734,0.009349338,0.008404525,0.008893807
1246,0.007647973,0.008264323,0.0093165,0.00837565,0.008862884
1248,0.00762222,0.00823603,0.009283798,0.008346893,0.008832089
1250,0.007596572,0.008207853,0.009251233,0.008318256,0.008801422
1252,0.007571029,0.008179792,0.009218803,0.008289736,0.008770882
1254,0.00754559,0.008151846,0.009186508,0.008261334,0.008740469
1256,0.007520255,0.008124016,0.009154347,0.008233049,0.008710182
1258,0.007495023,0.0080963,0.00912232,0.00820488,0.008680021
1260,0.007469895,0.008068698,0.009090427,0.008176828,0.008649984
1262,0.007444869,0.00804121,0.009058666,0.008148891,0.008620072
1264,0.007419945,0.008013835,0.009027037,0.008121069,0.008590284
1266,0.007395122,0.007986572,0.008995539,0.008093361,0.008560619
1268,0.007370401,0.007959421,0.008964172,0.008065768,0.008531076
1270,0.007345781,0.007932382,0.008932936,0.008038288,0.008501656
1272,0.00732126,0.007905454,0.008901829,0.008010921,0.008472358
1274,0.00729684,0.007878636,0.008870851,0.007983666,0.00844318
1276,0.007272519,0.007851928,0.008840001,0.007956524,0.008414123
1278,0.007248297,0.00782533,0.00880928,0.007929493,0.008385186
1280,0.007224174,0.007798841,0.008778686,0.007902573,0.008356369
1282,0.007200148,0.007772461,0.008748219,0.007875763,0.008327671
1284,0.00717622,0.007746188,0.008717878,0.007849064,0.008299091
1286,0.00715239,0.007720023,0.008687662,0.007822474,0.008270629
1288,0.007128656,0.007693966,0.008657572,0.007795993,0.008242284
1290,0.007105019,0.007668015,0.008627606,0.007769621,0.008214056
1292,0.007081477,0.00764217,0.008597765,0.007743356,0.008185945
1294,0.007058031,0.007616431,0.008568046,0.007717199,0.008157949
1296,0.00703468,0.007590797,0.008538451,0.00769115,0.008130068
1298,0.007011424,0.007565268,0.008508978,0.007665207,0.008102303
1300,0.006988262,0.007539843,0.008479627,0.00763937,0.008074652
1302,0.006965193,0.007514522,0.008450397,0.007613639,0.008047114
1304,0.006942219,0.007489305,0.008421288,0.007588013,0.00801969
1306,0.006919337,0.00746419,0.008392299,0.007562492,0.007992378
1308,0.006896547,0.007439178,0.00836343,0.007537075,0.007965179
1310,0.00687385,0.007414268,0.00833468,0.007511762,0.007938092
1312,0.006851245,0.007389459,0.008306048,0.007486553,0.007911116
1314,0.006828731,0.007364752,0.008277535,0.007461446,0.00788425
1316,0.006806308,0.007340145,0.008249139,0.007436442,0.007857495
1318,0.006783976,0.007315639,0.00822086,0.007411539,0.00783085
1320,0.006761733,0.007291232,0.008192698,0.007386739,0.007804314
1322,0.006739581,0.007266925,0.008164652,0.007362039,0.007777887
1324,0.006717518,0.007242716,0.008136721,0.00733744,0.007751568
1326,0.006695544,0.007218606,0.008108905,0.007312941,0.007725357
1328,0.006673658,0.007194594,0.008081204,0.007288542,0.007699253
1330,0.006651861,0.00717068,0.008053617,0.007264242,0.007673256
1332,0.006630151,0.007146863,0.008026143,0.007240042,0.007647366
1334,0.006608529,0.007123142,0.007998782,0.007215939,0.007621582
1336,0.006586994,0.007099518,0.007971533,0.007191935,0.007595903
1338,0.006565545,0.00707599,0.007944397,0.007168028,0.007570329
1340,0.006544183,0.007052557,0.007917372,0.007144218,0.00754486
1342,0.006522906,0.007029219,0.007890458,0.007120505,0.007519495
1344,0.006501715,0.007005976,0.007863654,0.007096888,0.007494233
1346,0.00648061,0.006982827,0.007836961,0.007073367,0.007469075
1348,0.006459589,0.006959772,0.007810377,0.007049942,0.007444019
1350,0.006438652,0.00693681,0.007783902,0.007026611,0.007419066
1352,0.006417799,0.006913941,0.007757535,0.007003375,0.007394214
1354,0.00639703,0.006891165,0.007731277,0.006980233,0.007369464
1356,0.006376344,0.006868481,0.007705126,0.006957185,0.007344814
1358,0.006355742,0.006845888,0.007679082,0.006934231,0.007320266
1360,0.006335221,0.006823387,0.007653145,0.006911369,0.007295817
1362,0.006314783,0.006800977,0.007627314,0.006888599,0.007271467
1364,0.006294427,0.006778657,0.007601588,0.006865922,0.007247217
1366,0.006274152,0.006756428,0.007575968,0.006843337,0.007223066
1368,0.006253958,0.006734288,0.007550453,0.006820842,0.007199012
1370,0.006233845,0.006712237,0.007525042,0.006798439,0.007175057
1372,0.006213812,0.006690275,0.007499734,0.006776126,0.007151199
1374,0.006193859,0.006668402,0.007474531,0.006753903,0.007127437
1376,0.006173986,0.006646617,0.00744943,0.00673177,0.007103773
1378,0.006154193,0.00662492,0.007424431,0.006709727,0.007080204
1380,0.006134478,0.00660331,0.007399534,0.006687772,0.007056731
1382,0.006114842,0.006581787,0.007374739,0.006665906,0.007033354
1384,0.006095284,0.006560351,0.007350046,0.006644127,0.007010071
1386,0.006075804,0.006539001,0.007325452,0.006622437,0.006986882
1388,0.006056402,0.006517737,0.007300959,0.006600834,0.006963788
1390,0.006037077,0.006496558,0.007276566,0.006579318,0.006940787
1392,0.006017829,0.006475465,0.007252272,0.006557888,0.006917879
1394,0.005998657,0.006454456,0.007228077,0.006536545,0.006895064
1396,0.005979562,0.006433531,0.00720398,0.006515287,0.006872342
1398,0.005960543,0.00641269,0.007179982,0.006494115,0.006849711
1400,0.005941599,0.006391933,0.007156081,0.006473028,0.006827172
1402,0.00592273,0.006371259,0.007132277,0.006452026,0.006804724
1404,0.005903937,0.006350669,0.00710857,0.006431108,0.006782367
1406,0.005885218,0.00633016,0.007084959,0.006410274,0.0067601
1408,0.005866573,0.006309734,0.007061444,0.006389524,0.006737922
1410,0.005848002,0.006289389,0.007038024,0.006368856,0.006715835
1412,0.005829505,0.006269126,0.0070147,0.006348272,0.006693836
1414,0.005811081,0.006248944,0.00699147,0.00632777,0.006671927
1416,0.00579273,0.006228842,0.006968334,0.00630735,0.006650105
1418,0.005774451,0.006208821,0.006945292,0.006287012,0.006628372
1420,0.005756245,0.00618888,0.006922343,0.006266756,0.006606726
1422,0.005738111,0.006169019,0.006899488,0.00624658,0.006585167
1424,0.005720049,0.006149237,0.006876724,0.006226485,0.006563695
1426,0.005702058,0.006129533,0.006854053,0.006206471,0.00654231
1428,0.005684138,0.006109909,0.006831474,0.006186536,0.00652101
1430,0.005666289,0.006090362,0.006808986,0.006166681,0.006499796
1432,0.00564851,0.006070894,0.006786589,0.006146905,0.006478668
1434,0.005630802,0.006051503,0.006764282,0.006127209,0.006457624
1436,0.005613163,0.006032189,0.006742066,0.00610759,0.006436665
1438,0.005595594,0.006012952,0.006719939,0.00608805,0.00641579
1440,0.005578094,0.005993792,0.006697901,0.006068588,0.006394999
1442,0.005560663,0.005974708,0.006675953,0.006049203,0.006374291
1444,0.0055433,0.0059557,0.006654092,0.006029896,0.006353666
1446,0.005526006,0.005936767,0.00663232,0.006010665,0.006333124
1448,0.00550878,0.00591791,0.006610636,0.005991511,0.006312664
1450,0.005491622,0.005899127,0.006589039,0.005972433,0.006292286
1452,0.005474531,0.005880419,0.00656753,0.005953431,0.00627199
1454,0.005457507,0.005861785,0.006546106,0.005934505,0.006251775
1456,0.00544055,0.005843225,0.006524769,0.005915653,0.006231641
1458,0.005423659,0.005824739,0.006503518,0.005896877,0.006211587
1460,0.005406835,0.005806326,0.006482352,0.005878174,0.006191614
1462,0.005390077,0.005787986,0.006461271,0.005859546,0.00617172
1464,0.005373384,0.005769718,0.006440275,0.005840992,0.006151906
1466,0.005356757,0.005751523,0.006419364,0.005822512,0.006132171
1468,0.005340195,0.0057334,0.006398536,0.005804104,0.006112515
1470,0.005323698,0.005715348,0.006377792,0.00578577,0.006092937
1472,0.005307265,0.005697368,0.006357131,0.005767508,0.006073437
1474,0.005290897,0.005679459,0.006336553,0.005749318,0.006054015
1476,0.005274592,0.00566162,0.006316057,0.005731201,0.006034671
1478,0.005258351,0.005643852,0.006295644,0.005713155,0.006015403
1480,0.005242174,0.005626154,0.006275312,0.00569518,0.005996212
1482,0.00522606,0.005608526,0.006255062,0.005677276,0.005977098
1484,0.005210008,0.005590967,0.006234893,0.005659443,0.00595806
1486,0.00519402,0.005573477,0.006214804,0.005641681,0.005939097
1488,0.005178093,0.005556057,0.006194796,0.005623988,0.00592021
1490,0.005162229,0.005538705,0.006174868,0.005606365,0.005901397
1492,0.005146426,0.005521421,0.00615502,0.005588812,0.00588266
1494,0.005130685,0.005504205,0.00613525,0.005571328,0.005863997
1496,0.005115005,0.005487057,0.00611556,0.005553913,0.005845408
1498,0.005099386,0.005469976,0.006095948,0.005536566,0.005826892
1500,0.005083828,0.005452962,0.006076415,0.005519288,0.00580845
1502,0.00506833,0.005436016,0.006056959,0.005502077,0.005790082
1504,0.005052893,0.005419135,0.006037581,0.005484934,0.005771786
1506,0.005037515,0.005402321,0.006018281,0.005467859,0.005753562
1508,0.005022197,0.005385573,0.005999057,0.005450851,0.005735411
1510,0.005006939,0.005368891,0.005979909,0.005433909,0.005717331
1512,0.004991739,0.005352273,0.005960838,0.005417034,0.005699323
1514,0.004976599,0.005335721,0.005941843,0.005400226,0.005681386
1516,0.004961517,0.005319234,0.005922923,0.005383483,0.00566352
1518,0.004946493,0.005302811,0.005904079,0.005366806,0.005645724
1520,0.004931528,0.005286453,0.005885309,0.005350194,0.005627999
1522,0.004916621,0.005270158,0.005866614,0.005333647,0.005610344
1524,0.004901771,0.005253927,0.005847993,0.005317165,0.005592758
1526,0.004886978,0.00523776,0.005829446,0.005300748,0.005575242
1528,0.004872243,0.005221655,0.005810973,0.005284395,0.005557794
1530,0.004857564,0.005205614,0.005792573,0.005268105,0.005540416
1532,0.004842942,0.005189635,0.005774246,0.00525188,0.005523105
1534,0.004828377,0.005173718,0.005755991,0.005235718,0.005505863
1536,0.004813867,0.005157863,0.005737809,0.005219618,0.005488689
1538,0.004799414,0.00514207,0.005719699,0.005203582,0.005471582
1540,0.004785016,0.005126339,0.00570166,0.005187609,0.005454543
1542,0.004770674,0.005110668,0.005683693,0.005171697,0.005437571
1544,0.004756386,0.005095059,0.005665797,0.005155848,0.005420665
1546,0.004742154,0.00507951,0.005647971,0.00514006,0.005403825
1548,0.004727976,0.005064022,0.005630216,0.005124334,0.005387052
1550,0.004713853,0.005048594,0.005612531,0.005108669,0.005370344
1552,0.004699784,0.005033226,0.005594916,0.005093065,0.005353702
1554,0.004685769,0.005017917,0.00557737,0.005077522,0.005337125
1556,0.004671808,0.005002668,0.005559894,0.005062039,0.005320613
1558,0.0046579,0.004987478,0.005542486,0.005046616,0.005304166
1560,0.004644046,0.004972347,0.005525147,0.005031253,0.005287783
1562,0.004630244,0.004957274,0.005507876,0.00501595,0.005271464
1564,0.004616496,0.00494226,0.005490674,0.005000706,0.005255209
1566,0.0046028,0.004927304,0.005473539,0.004985521,0.005239017
1568,0.004589156,0.004912406,0.005456471,0.004970394,0.005222889
1570,0.004575565,0.004897565,0.005439471,0.004955327,0.005206823
1572,0.004562025,0.004882782,0.005422537,0.004940318,0.00519082
1574,0.004548537,0.004868055,0.00540567,0.004925366,0.00517488
1576,0.004535101,0.004853386,0.005388869,0.004910473,0.005159002
1578,0.004521716,0.004838773,0.005372134,0.004895637,0.005143186
1580,0.004508382,0.004824216,0.005355464,0.004880858,0.005127431
1582,0.004495098,0.004809716,0.00533886,0.004866137,0.005111738
1584,0.004481866,0.004795272,0.005322321,0.004851472,0.005096106
1586,0.004468683,0.004780883,0.005305847,0.004836864,0.005080534
1588,0.004455551,0.004766549,0.005289438,0.004822312,0.005065023
1590,0.004442469,0.004752271,0.005273092,0.004807816,0.005049573
1592,0.004429437,0.004738047,0.005256811,0.004793376,0.005034182
1594,0.004416454,0.004723879,0.005240593,0.004778992,0.005018851
1596,0.00440352,0.004709764,0.005224438,0.004764663,0.00500358
1598,0.004390635,0.004695704,0.005208347,0.004750389,0.004988368
1600,0.004377799,0.004681698,0.005192319,0.00473617,0.004973215
1602,0.004365012,0.004667745,0.005176353,0.004722005,0.00495812
1604,0.004352274,0.004653846,0.005160449,0.004707896,0.004943084
1606,0.004339583,0.00464,0.005144608,0.00469384,0.004928107
1608,0.004326941,0.004626208,0.005128828,0.004679838,0.004913187
1610,0.004314346,0.004612468,0.005113109,0.00466589,0.004898325
1612,0.004301799,0.00459878,0.005097452,0.004651995,0.00488352
1614,0.0042893,0.004585145,0.005081856,0.004638154,0.004868773
1616,0.004276847,0.004571563,0.005066321,0.004624365,0.004854083
1618,0.004264442,0.004558032,0.005050845,0.00461063,0.004839449
1620,0.004252084,0.004544552,0.00503543,0.004596947,0.004824872
1622,0.004239772,0.004531124,0.005020075,0.004583316,0.004810351
1624,0.004227506,0.004517748,0.00500478,0.004569737,0.004795886
1626,0.004215287,0.004504422,0.004989544,0.004556211,0.004781477
1628,0.004203114,0.004491147,0.004974367,0.004542736,0.004767123
1630,0.004190986,0.004477923,0.004959249,0.004529312,0.004752825
1632,0.004178904,0.004464749,0.004944189,0.00451594,0.004738582
1634,0.004166868,0.004451625,0.004929188,0.004502618,0.004724393
1636,0.004154876,0.004438551,0.004914245,0.004489348,0.004710259
1638,0.00414293,0.004425527,0.00489936,0.004476128,0.00469618
1640,0.004131029,0.004412552,0.004884533,0.004462958,0.004682154
1642,0.004119172,0.004399627,0.004869762,0.004449839,0.004668182
1644,0.00410736,0.00438675,0.004855049,0.004436769,0.004654264
1646,0.004095592,0.004373923,0.004840393,0.00442375,0.0046404
1648,0.004083868,0.004361144,0.004825793,0.004410779,0.004626588
1650,0.004072188,0.004348413,0.00481125,0.004397858,0.00461283
1652,0.004060551,0.004335731,0.004796763,0.004384986,0.004599124
1654,0.004048958,0.004323097,0.004782331,0.004372163,0.00458547
1656,0.004037409,0.00431051,0.004767956,0.004359389,0.004571869
1658,0.004025902,0.004297971,0.004753635,0.004346663,0.00455832
1660,0.004014439,0.00428548,0.00473937,0.004333985,0.004544823
1662,0.004003018,0.004273036,0.00472516,0.004321355,0.004531377
1664,0.00399164,0.004260638,0.004711004,0.004308773,0.004517982
1666,0.003980304,0.004248288,0.004696903,0.004296239,0.004504639
1668,0.003969011,0.004235984,0.004682856,0.004283752,0.004491346
1670,0.003957759,0.004223726,0.004668863,0.004271312,0.004478105
1672,0.00394655,0.004211515,0.004654924,0.004258919,0.004464913
1674,0.003935382,0.004199349,0.004641038,0.004246573,0.004451772
1676,0.003924255,0.00418723,0.004627205,0.004234273,0.004438681
1678,0.00391317,0.004175155,0.004613426,0.00422202,0.00442564
1680,0.003902126,0.004163127,0.004599699,0.004209813,0.004412648
