HT2a,HT1a,HT1b,HT4,HTT,target
40.8617114260083,44.0344330666737,10.7782965118091,1.92136500489036,5.63877531931911,-0.474830068266485
47.8475411769615,22.0113242306333,18.7834298251778,1.78943658776061,4.33486160427378,-0.276906034373543
47.3666402657827,23.7092899999792,18.2621310978167,1.74900558612133,5.06792501941687,-0.370828419548687
51.7001795801264,18.7466787114475,21.5720549969849,1.67080189684078,4.25843884056945,-0.346950721872746
52.0208692831152,10.3694516981349,28.8489380689228,1.30150285801467,5.10680186134927,-0.0913104987655441
52.6611597292296,17.6211973190761,26.3551317260379,1.64278710332081,6.4768627841054,-0.380613124665623
58.1457911507558,33.01840572438,20.9598310923172,2.40134194846881,4.61957557726715,-0.416119250951718
53.1418641735526,23.7209599251841,20.6488147529901,2.08374786961312,4.41484791098856,-0.248281009542308
50.7233315118469,19.6168333317974,20.8362112253019,1.81445362497084,5.61383028030396,-0.373340030056467
57.3887737384017,32.876070314677,19.1467294568167,2.33919626131108,6.02364974246599,-0.269139278999717
50.3018938382467,34.2523110866547,19.1756520748138,2.10113951365153,9.25178402463595,-0.267911832348868
56.2051259337879,37.2746121218947,21.5801788197189,2.47037049981414,5.44993016807759,-0.457973446201787
45.8515112200498,27.1024298730926,21.1679745560701,1.72675463675402,4.43802365122388,-0.0587788786150938
38.8449567120426,19.8650539612372,18.8757270037314,1.43339153269535,4.32169280139014,-0.420871929564042
38.1596539932207,22.8877124213988,19.2468950912313,1.45615035566679,4.83164215341773,-0.326965169657711
55.5192650758991,35.8007039892556,17.9716968053884,2.4095220790915,3.89085687364091,-0.379219712213539
54.0621510209708,33.4725705179675,19.7001589029685,2.38642641319626,4.26779846692907,-0.242282283515197
48.7021249172625,24.5203012539145,19.3185372590319,2.06968758707522,3.27852758319497,-0.538358963642577
44.6927456828834,26.80231178413,18.3460931724074,1.97748212625751,4.16579233993918,-0.288887214577877
48.609281146008,26.3007641771565,18.1794670716576,2.09741005074719,3.38628029110639,-0.248021709264845
43.8401562058099,25.5785576423796,17.7737969927268,1.88045396486131,3.57003524869975,-0.232094953959382
57.3202760651356,31.8495998833123,23.99159695783,2.14831002913122,4.15600212070886,-0.467031805353781
52.2145188295826,26.4988451879978,22.8329949175402,1.83436157354871,3.44789031252053,-0.466734340896122
59.4531655518905,34.7923770987469,20.2634150131889,2.63707140476807,4.0780334384545,-0.436334061101969
45.6806362184428,49.6625731128757,16.9784338757143,2.29858708058373,8.88171837693554,-0.315811743927023
59.0354900092972,43.082157931074,23.9391664136358,2.43686327413351,6.64328960744607,-0.430358308482995
59.2807973800526,33.040265353011,23.3591361532406,2.31478297467134,4.29359705246572,-0.183965290177319
55.8362355671431,34.3143776890479,23.0370952659532,2.20659175397534,5.78423634798903,-0.213035491683842
51.0757610034566,31.3056938111075,19.182892064332,2.16872766083879,5.47025500078917,-0.283352593840413
53.4511759249002,27.2889619213538,23.2443504848002,1.87562538249874,3.80291940205818,-0.101979911054135
55.7648481435554,37.4778130571972,20.3872753049052,2.23002600092296,5.55990222050238,0.338418962935319
44.6433017764481,54.2966382896567,13.3779569260733,2.37586823344231,7.03099871676309,0.181452037519238
61.0879681300191,43.1019889794507,18.1524397840778,2.67730101636313,3.62153388551138,-0.0167465890370826
57.3807008329523,28.0984710242593,20.7730451210466,2.34042257732815,3.33534935668663,-0.506438898853025
56.9229676307669,30.5908469627313,23.7586837849922,2.194917756162,4.40523186262459,-0.503021270141194
51.95129939488,22.8754178027717,19.8651811015849,2.14989155166003,4.03937663058845,-0.462017806717647
51.4410811543981,24.3913202079344,16.9914722071066,2.01852250899071,5.64014403076915,-0.241277981735613
59.1151252939311,45.8959837391817,17.5166298504075,2.74307350103033,4.45095904425877,-0.328582564149208
63.4319886595681,40.9170837090303,20.0475117658057,2.76140924221655,4.47261640874398,-0.276999240120312
62.2745926122871,38.474717705084,20.6051299692058,2.72789940045034,4.72807479076248,-0.411323007788991
58.3536391538732,33.2989275232731,21.2135335450354,2.6352106272968,3.7244075458355,-0.279504877128953
53.4884990252375,38.4459414955119,22.9660898469408,2.15965312895123,6.69026760121772,-0.283845984952058
58.7937667440166,32.8323155810559,23.6906262914075,2.23286361744243,4.46920469939198,-0.353861248858145
57.0645190467065,37.485419100231,20.0728009963242,2.29469017336623,5.35868578822881,-0.468718178773406
58.9640757600307,34.9149935618941,22.4784984614157,2.31633684625587,4.37229107342251,-0.385536811318336
57.9122471352537,31.4609633505701,22.2917124939536,2.14113195722332,3.54739899942261,-0.221522649800164
56.5786840519197,28.138082436606,23.7265427287032,2.03207933611986,3.41845405233937,-0.296626775437858
58.7206310888188,28.9557785488053,23.7899644867894,2.11684599273941,3.41578525929546,-0.103694393132474
49.4001775237097,23.6695020852967,16.8427024587341,2.01630714827258,5.22743798367383,-0.511503025767649
58.997725644319,28.0772155595862,19.9044789040607,2.40638210441755,4.9617989498636,-0.356279619640957
39.2917903333745,41.3615482503197,11.3542797709766,1.9248501018844,5.24693605558687,-0.408469313380335
49.1963215692222,25.9064883794991,18.8050268268949,1.89463545619001,4.41487327118969,-0.310753169871857
55.308505431966,34.2013009969238,19.6504868263432,2.29668796647378,3.81587330048482,-0.307898928260301
50.6186512577855,16.4080165503682,23.4372707535311,1.51445747581822,4.12985268043929,-0.219055526873344
55.3400486497726,13.1804781765223,31.0655566747185,1.52382711957564,5.84431453557473,-0.314490649516805
47.5537376275817,21.9957237285165,20.2286440434857,1.71870238863846,6.14505525403932,-0.392845210665009
55.4124925040343,26.5937342251719,22.5788844241155,2.25681069987772,4.11575137018623,-0.328757914957693
48.3122434423278,19.7096622431445,20.2141752050231,1.79294260293477,4.82762020038409,-0.307477340756444
55.9828468832033,32.5156195325937,18.7563463573431,2.26577098638929,6.10901000104912,-0.338354289769833
49.1670288141223,38.4259512182595,18.3368298178134,2.17303517115289,8.42543552923894,-0.281859690727852
54.6039960474908,37.3015468693987,21.9232057378262,2.35545345160026,4.85421433252624,-0.376907700382429
43.6988741901943,27.3396889332363,20.4658597292219,1.64970157350813,3.89746160439083,-0.210845971202993
41.1386244210852,21.8338602709483,20.3458099020533,1.44030154900378,3.69818543813315,-0.169257815722255
37.3688334784428,20.2517861436495,18.7406952466081,1.40165015495871,4.0310367518536,-0.36791763537158
40.7609853132055,24.0962684176384,18.1809280902968,1.731803358148,3.70044618134105,-0.390548159730532
37.6716702132197,22.4738631220589,19.5104143376936,1.42802170340778,4.79043237312495,-0.451245512835641
58.3156265614281,34.9429290388647,21.8187685115363,2.55414089535584,4.05400933757905,-0.468971620320696
46.9763912944674,30.8554134728774,19.2692831267351,2.03830680719711,3.82707314671211,-0.436981725631514
52.192691937714,26.4139488759157,20.496963391504,2.12059389544902,3.14754326717217,-0.544780522827525
50.334687192604,24.645169290916,20.6280316625323,2.11833181220388,3.18612494765135,-0.452006018932653
46.3745977606858,26.126813508917,18.3900813719625,1.96929608225631,3.31055648636856,-0.398917985649957
56.0092835131309,30.8413288473225,23.0418260011742,1.99791441855671,3.79581184867475,-0.293850910867379
51.1896779852811,26.5806221148234,22.1689725811972,1.78658701529343,3.3219637011417,-0.438835832097744
59.6006105162881,37.3677906935865,20.9410278905522,2.68149323896928,4.40287004478953,-0.412785013489886
55.7853030909817,36.0823852354366,20.3460661925417,2.54892097149925,4.19623502761514,-0.59891216436969
49.5055848698693,46.1488968010037,19.6340408003082,2.24058850109577,7.6018668704991,-0.485542770873007
52.9210463430907,31.837495700547,19.7819955874006,2.22065476346963,5.75140391360121,-0.561159198126547
52.2069941381129,30.349035725361,22.7210645443056,1.95301331379792,4.87034608532743,-0.38575706395665
55.1862568439253,37.171031922302,19.6709154832283,2.19289371316265,5.24506485642203,0.180501972648018
45.8964377290636,51.0536093584884,13.7834324787815,2.31613936677416,6.37141783577019,0.031509488044899
57.3670168483958,33.3616572997149,21.3344943158767,2.56920211946263,3.06899390921873,-0.50044693420686
58.530507115197,30.0590425351771,22.0553085597814,2.50677137470034,3.07657804827468,0.00171333760909814
59.5217815647422,33.5948848164923,23.0529667673364,2.25768894738391,4.10096981064318,-0.368695087755543
57.2496947645208,31.0207520964,23.6371358952052,2.18525356436746,4.04590824736116,-0.396677021602361
57.5311289191653,32.390136367225,22.6126242497675,2.17692480925407,3.82873545653177,-0.121093650204965
54.7506444695878,28.2714840457864,22.7398746725631,1.94405484689425,3.25670457735454,-0.284867040001562
55.118217880443,25.4612185252925,18.0604676695193,2.14884099976744,5.7600326224909,-0.276243820213577
51.7474163190915,31.9281848141404,22.1010211465137,2.06034030864365,4.99291889003066,-0.227389835326205
53.2078173742439,25.2085506982989,20.2440305631568,2.21192087184791,4.08194314841318,-0.418085069099489
57.9520766231992,34.946480733539,21.8289558515636,2.62468065854606,3.67685395697935,-0.0412147478526987
60.7156124001458,43.1357183948396,18.6593600369635,2.71097130482159,3.63684653928356,-0.339010684988419
51.7860221828364,44.4721320527555,15.3980033406282,2.51473784231537,6.18520352384244,-0.403988860336632
61.0831060327756,39.6921351581659,19.2725557503937,2.66535075205677,4.61874485506611,-0.381624070056053
53.8142522878668,34.9512951598387,22.4454935196975,2.0480920749368,6.01117868966034,-0.260732913904721
56.574664568809,32.0740907477596,23.9423245021275,2.12406523554482,4.3028226078247,-0.348389632883175
52.5793342540983,37.0289953411936,19.6114941235502,2.19746748488131,4.90395294586715,-0.451008704187722
56.4594453737165,30.5377968980825,22.0955575787556,2.06812207059261,3.30483457208287,-0.163490610422286
56.4004918010179,28.588517017676,22.6688784272182,1.9771869414082,3.05664798006172,-0.251637504069592
47.3985864724686,25.191627115456,17.923195580938,2.05748391840885,5.47888432554345,-0.514410631333505
60.3632707595825,28.4097294605598,19.9232089405968,2.40376654046553,5.10405050888263,-0.479884087596251
16.4129991778246,53.5695152066322,4.67121510626444,1.78102376526726,4.39426950602258,-0.382527196595713
16.2076700699419,27.6401817057377,8.57795707954755,1.51691221846299,9.5656938056792,-0.143464096164502
8.62755829020498,7.23531085245755,6.45735156169534,1.38280426504269,17.4826133102951,-0.35448454507101
13.8784728447002,7.59587711462662,6.86867493878458,1.28348772400918,13.6592910690352,-0.163817266803259
12.8660376148164,11.4043845115841,19.78387113199,5.4151226764772,14.3195660544605,0.399196357236915
6.56953414261039,1.28095485320823,31.7801090085567,5.20939801913228,15.6565388689186,0.315163242882135
12.1388289043969,9.64913709007421,16.7204086418325,6.48708969597914,15.3650955050981,0.000468983384054305
4.8419251580224,0,7.49241734463765,5.23680330126785,8.45527136989647,0.243025885419159
17.9133443113022,51.7991272144952,5.63370230040564,1.9368167187767,5.38851391096623,-0.146989200184999
19.3008708426137,29.150285995749,9.56423807729755,1.60918299159606,10.5769071042329,-0.448863868519831
10.7214348563072,6.51647579418356,7.17152839056228,1.47328472314846,19.6879891630891,0.171400430163454
14.324417222264,7.04043177011834,7.32361001558602,1.27760954212064,13.4383884447722,-0.0778019594410438
16.4267544435013,15.2136974658469,17.2370179772377,4.8502004981041,13.3423287510872,0.0630335741798224
7.94019601406195,1.42501026546498,32.8296778361003,5.22967509612059,16.7145431322929,-0.32758616323162
13.5473556990786,9.15574049185476,18.514071412859,6.90695324223801,16.1668010988715,-0.0600878790308362
5.10387762882473,0,6.82602657054832,5.05935001756953,7.92978917762706,0.264096641077341
